ds,yhat,yhat_lower,yhat_upper
2024-01-02 21:00:00,0.1121412883694103,0.0,0.3510674580271475
2024-01-03 10:00:00,0.22069633191471816,0.0,0.47367183136244184
2024-01-04 00:00:00,0.18660611788263787,0.0,0.4394360766082481
2024-01-04 13:00:00,0.0,0.0,0.2270210218592261
2024-01-05 02:00:00,0.08075881723281811,0.0,0.3352873681516326
2024-01-05 15:00:00,0.0,0.0,0.23074897783105694
2024-01-06 04:00:00,0.17402847007309016,0.0,0.4274307772111583
2024-01-06 17:00:00,0.05082237568605291,0.0,0.28048409987315576
2024-01-07 06:00:00,0.13379504331323794,0.0,0.3722012281845103
2024-01-07 19:00:00,0.06554403973751577,0.0,0.30996122714365404
2024-01-08 09:00:00,0.2852248366763682,0.04206060329655204,0.5297646738018652
2024-01-08 22:00:00,0.2622179536813507,0.014959468540431802,0.5155757487437643
2024-01-09 11:00:00,0.23175027568079729,0.0,0.48823520590636066
2024-01-10 00:00:00,0.27214837202678965,0.012552727085035435,0.5391614471266232
2024-01-10 13:00:00,0.17826103991087805,0.0,0.4125245931819362
2024-01-11 02:00:00,0.29989248189568896,0.0411324098564182,0.5623968146340919
2024-01-11 15:00:00,0.12650441206486246,0.0,0.3800824022671988
2024-01-12 04:00:00,0.22939386619969748,0.0,0.4847916077678391
2024-01-13 20:00:00,0.11138890946557178,0.0,0.344744875776774
2024-01-14 09:00:00,0.25057699130874217,0.0,0.4948596036244365
2024-01-14 22:00:00,0.2801398007687392,0.02127020384639066,0.5305930909404559
2024-01-16 00:00:00,0.3564381072902182,0.09358152398823491,0.6085006569030174
2024-01-16 13:00:00,0.21324316105569577,0.0,0.4762118576931417
2024-01-17 02:00:00,0.3784136882355351,0.1116481861465668,0.6400886629477056
2024-01-17 16:00:00,0.33495918542978576,0.08115389659454582,0.5895526017367804
2024-01-18 05:00:00,0.3935401802051031,0.13818344462115043,0.6340647629427436
2024-01-18 18:00:00,0.17607945771314457,0.0,0.4252380323392822
2024-01-20 09:00:00,0.3043051290506279,0.05790202534900718,0.5716406503935173
2024-01-22 01:00:00,0.350908807512172,0.1030130030149915,0.6001561042318438
2024-01-22 14:00:00,0.2818906045466879,0.057138714616143775,0.5411291398081394
2024-01-23 03:00:00,0.4397056388003793,0.1868066523302838,0.6869430430819822
2024-01-23 16:00:00,0.3254095376798256,0.06418044123381962,0.6001389410379995
2024-01-24 05:00:00,0.45133022272035583,0.20078593033537329,0.7012587603395383
2024-01-24 18:00:00,0.324088161790116,0.07753852989735938,0.5840348161073107
2024-01-25 07:00:00,0.35892354854135505,0.12586550002394642,0.6255055498764824
2024-01-25 20:00:00,0.18155599987378693,0.0,0.42518580022827895
2024-01-26 10:00:00,0.27667260772991614,0.01625555508053488,0.5365963252308438
2024-01-28 01:00:00,0.2630667164738432,0.02189364711084187,0.5469017776771574
2024-01-28 14:00:00,0.175737658791265,0.0,0.42045654856546927
2024-01-29 03:00:00,0.41498134499851425,0.1537375812922136,0.6429731570515658
2024-01-29 16:00:00,0.3519843827430488,0.09413616025199034,0.615398636032232
2024-01-30 18:00:00,0.28628500661353545,0.05154993276024602,0.5413595384445493
2024-01-31 08:00:00,0.41592341600963545,0.17455975052129785,0.6730223885653132
2024-01-31 21:00:00,0.34900582202288466,0.08807712664313719,0.6032623010510583
2024-02-01 23:00:00,0.26028006125500774,0.020950318176024288,0.5113787841987374
2024-02-04 03:00:00,0.3046226964036632,0.05216851795809038,0.5611634332232551
2024-02-04 17:00:00,0.2440194185530662,0.0,0.5101569151832748
2024-02-05 06:00:00,0.3917965361585194,0.13700198794836882,0.6328142042914773
2024-02-05 19:00:00,0.28517260000693545,0.028326668943505034,0.5462807170791266
2024-02-06 08:00:00,0.38523200490227383,0.1459472486444211,0.6388952144308153
2024-02-06 21:00:00,0.3220730017015371,0.0604949726292973,0.5599035430955474
2024-02-07 23:00:00,0.39254493904541765,0.142601327260996,0.6570279612408502
2024-02-08 12:00:00,0.22221810616199322,0.0,0.48745700577066664
2024-02-10 04:00:00,0.33922807935025834,0.08445714850210995,0.5940029369827823
2024-02-10 17:00:00,0.2087087713588909,0.0,0.467949665650008
2024-02-11 06:00:00,0.28444135832251627,0.02594476323360215,0.5504175921490454
2024-02-11 19:00:00,0.20904161679755232,0.0,0.47300368005302534
